Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
perkBoomstickRank3LongDesc,progression,Perk,New,"If shotgun meets were still a thing, you'd be hitting those clay ducks and be considered a shotgun pro. Craft quality 4 good shotguns, deal 30% more damage, 25% faster fire rate, and 20% faster reload.\nHas a chance to stun enemies.",,,,,
perkBoomstickRank4Desc,progression,Perk,New,Shotgun Master,,,,,
perkBoomstickRank4LongDesc,progression,Perk,New,"You are now very deadly with a shotgun and considered a shotgun master and master of the shotgun. Craft quality 5 great shotguns, deal 40% more damage, 30% faster fire rate, and 25% faster reload.\nHas a greater chance to stun enemies.",,,,,
perkBoomstickRank5Desc,progression,Perk,New,Boomstick,,,,,
perkBoomstickRank5LongDesc,progression,Perk,New,"You've ascended to the legendary status of Shotgun Messiah, as you are the last thing they see before meeting their maker. Deal 50% more damage, 35% faster fire rate, and a 30% faster reload.\nLegs shots cripple opponents.",,,,,
perkBrawlerDesc,progression,Perk,New,"Learn martial arts and use your fists to stun, knock down, disarm and ragdoll your opponent.",,,,,
perkBrawlerName,progression,Perk,New,The Brawler,,,,,
perkBrawlerRank1Desc,progression,Perk,New,Bully,,,,,
perkBrawlerRank1LongDesc,progression,Perk,New,Tired of being bullied by the undead? Zombies can't bite if you knock their damn teeth out! Craft quality 2 poor knuckled weapons and deal 10% more damage with fists. Punches to the head negate infection ability. Unlocks iron knuckles crafting.,,,,,
perkBrawlerRank2Desc,progression,Perk,New,Scrapper,,,,,
perkBrawlerRank2LongDesc,progression,Perk,New,"You've been in a few fights and can hold your own. Craft quality 3 fair knuckle weapons, deal 20% more damage with fists and have a chance to stagger opponents. ",,,,,
perkBrawlerRank3Desc,progression,Perk,New,Slugger,,,,,
perkBrawlerRank3LongDesc,progression,Perk,New,"All the fighting and scrapping has added up and you are a real slugger now. Craft quality 4 good knuckle weapons, deal 30% more damage with fists and have a chance to knock down your opponent.",,,,,
perkBrawlerRank4Desc,progression,Perk,New,Professional Boxer,,,,,
perkBrawlerRank4LongDesc,progression,Perk,New,"You are now good enough to compete in professional boxing, but smashing zombies faces in will have to do. Craft quality 5 great knuckle weapons, deal 40% more damage with fists and have a chance to ragdoll your foes.",,,,,
perkBrawlerRank5Desc,progression,Perk,New,Mixed Martial Artist,,,,,
perkBrawlerRank5LongDesc,progression,Perk,New,You are now a complete mixed martial artist and are a registered lethal weapon. Deal 50% more damage and have a chance to explode heads with punches.,,,,,
perkChargingBullDesc,progression,Perk,New,"Specialize in rushing headfirst into combat, plowing through enemies and delivering bone-shattering blows on the go.",,,,,
perkChargingBullName,progression,Perk,New,Charging Bull,,,,,
perkChargingBullRank1Desc,progression,Perk,New,Panic Attack,,,,,
perkChargingBullRank1LongDesc,progression,Perk,New,Stun enemies when sprinting into them dealing 10 damage. Each hit costs 40 stamina.,,,,,
perkChargingBullRank2Desc,progression,Perk,New,Narrow Escape,,,,,
perkChargingBullRank2LongDesc,progression,Perk,New,Stagger enemies when sprinting into them deal. Each hit costs 35 stamina.,,,,,
perkChargingBullRank3Desc,progression,Perk,New,Wide Shoulders,,,,,
perkChargingBullRank3LongDesc,progression,Perk,New,Knockdown enemies when sprinting into them. Each hit costs 30 stamina.,,,,,
perkChargingBullRank4Desc,progression,Perk,New,Offensive Lineman,,,,,
perkChargingBullRank4LongDesc,progression,Perk,New,Knockdowns do 20 damage. Each hit costs 25 stamina.,,,,,
perkChargingBullRank5Desc,progression,Perk,New,Charging Bull,,,,,
perkChargingBullRank5LongDesc,progression,Perk,New,Knockdowns do 30 damage. Each hit costs 20 stamina.,,,,,
perkCharismaticNatureDesc,progression,Perk,New,"You are an inspiration to your allies, increasing their combat prowess.",,,,,
perkCharismaticNatureName,progression,Perk,New,Charismatic Nature,,,,,
perkCharismaticNatureRank1Desc,progression,Perk,New,Inspirational,,,,,
perkCharismaticNatureRank1LongDesc,progression,Perk,New,People get inspired when you are near them. Nearby allies get a +1 to fortitude and agility.,,,,,
perkCharismaticNatureRank2Desc,progression,Perk,New,Team Leader,,,,,
perkCharismaticNatureRank2LongDesc,progression,Perk,New,You are a team leader and inspire those around you. Block and Entity Damage are increased when near allies.,,,,,
perkCharismaticNatureRank3Desc,progression,Perk,New,Motivational Speaker,,,,,
perkCharismaticNatureRank3LongDesc,progression,Perk,New,You are a strong motivational force. Nearby allies take half damage from bleeding and stop bleeding twice as fast. ,,,,,
perkCharismaticNatureRank4Desc,progression,Perk,New,Squad Leader,,,,,
perkCharismaticNatureRank4LongDesc,progression,Perk,New,Your leadership abilities are top shelf. Allies are so enamored with you they get +2 to fortitude and agility when near you.,,,,,
perkCharismaticNatureRank5Desc,progression,Perk,New,Army Commander,,,,,
perkCharismaticNatureRank5LongDesc,progression,Perk,New,You are a true commander and inspire armies of people. Allies' negative buffs are halved when near you.,,,,,
perkDaringAdventurerDesc,progression,Perk,New,Be a daring adventurer!\nGet better rewards for doing quests.,,,,,
perkDaringAdventurerName,progression,Perk,New,The Daring Adventurer,,,,,
perkDaringAdventurerRank1Desc,progression,Perk,New,Looter,,,,,
perkDaringAdventurerRank1LongDesc,progression,Perk,New,Risking your neck every day has its advantages. Get an additional choice for quest rewards.,,,,,
perkDaringAdventurerRank2Desc,progression,Perk,New,Plunderer,,,,,
perkDaringAdventurerRank2LongDesc,progression,Perk,New,"The traders know you can get the job done, plunderer. Get two additional choices for quest rewards.",,,,,
perkDaringAdventurerRank3Desc,progression,Perk,New,Mercenary,,,,,
perkDaringAdventurerRank3LongDesc,progression,Perk,New,You've made a name for yourself as a mercenary for hire. Get three additional choices for quest rewards.,,,,,
perkDaringAdventurerRank4Desc,progression,Perk,New,Captain,,,,,
perkDaringAdventurerRank4LongDesc,progression,Perk,New,Like the captain of a pirate ship you always get your bounty. Get extra dukes for completing quests.,,,,,
perkDaringAdventurerRank5Desc,progression,Perk,New,Daring Adventurer,,,,,
perkDaringAdventurerRank5LongDesc,progression,Perk,New,You are the daring adventurer and get the best rewards for your services. You can now choose two quest rewards.,,,,,
perkDeadEyeDesc,progression,Perk,New,"Specialize in taking keen aim with rifles and wasting your target with an expertly-placed bullet. One shot, one kill.",,,,,
perkDeadEyeName,progression,Perk,New,Dead Eye,,,,,
perkDeadEyeRank1Desc,progression,Perk,New,Pot Shot,,,,,
perkDeadEyeRank1LongDesc,progression,Perk,New,"Pot Shot. You can hit the broad side of a barn and do 10% more damage with rifles. Craft quality 2 poor rifles, aim and reload 10% faster. Unlocks hunting rifle crafting.",,,,,
perkDeadEyeRank2Desc,progression,Perk,New,Rifleman,,,,,
perkDeadEyeRank2LongDesc,progression,Perk,New,"You are a rifleman and can hit a large rock at 30 yards. Craft quality 3 fair rifles. Deal 20% more damage, aim 20% faster, reload 15% faster.",,,,,
perkDeadEyeRank3Desc,progression,Perk,New,Marksman,,,,,
perkDeadEyeRank3LongDesc,progression,Perk,New,"You are now a marksman and can hold your own. Craft quality 4 good rifles. Deal 30% more damage , aim 32% faster, reload 20% faster and use 10% less stamina aiming with rifles.\nKill Streak: Successive kills increase damage bonus by 10%, 20% to a maximum of 30%.",,,,,
perkDeadEyeRank4Desc,progression,Perk,New,Sharpshooter,,,,,
perkDeadEyeRank4LongDesc,progression,Perk,New,"You are now a sharpshooter. Craft quality 5 great rifles. Deal 40% more damage, aim 45% faster, reload 25% faster, and use 20% less stamina aiming with rifles.\nKill Streak: Successive kills increase damage bonus by 20%, 30% to a maximum of 40%.",,,,,
perkDeadEyeRank5Desc,progression,Perk,New,Dead Eye,,,,,
perkDeadEyeRank5LongDesc,progression,Perk,New,"Dead Eye: Through all the hard training and countless shooting, you are now a dead eye sniper. Deal 50% more damage, aim 60% faster, reload 30% faster, and use 30% less stamina aiming with rifles.\nKill Streak: Successive kills increase damage bonus by 30%, 40% up to a maximum of 50%.",,,,,
perkDeepCutsDesc,progression,Perk,New,Specialize in using bladed weapons like knives or machetes (not axes) to bleed your foes dry.,,,,,
perkDeepCutsName,progression,Perk,New,Deep Cuts,,,,,
perkDeepCutsRank1Desc,progression,Perk,New,Dull Blade,,,,,
perkDeepCutsRank1LongDesc,progression,Perk,New,You might have a dull blade but you know how to use it. Craft quality 2 poor knives and deal 10% more damage. Regular attacks have a 10% higher chance to inflict a bleeding wound. You can inflict up to 2 Bleeding Wounds on an enemy and a power attack inflicts 2.\nUnlocks hunting knife crafting.,,,,,
perkDeepCutsRank2Desc,progression,Perk,New,Knife Guy,,,,,
perkDeepCutsRank2LongDesc,progression,Perk,New,Your friends say you're a really knife guy. Craft quality 3 fair knives and deal 20% more damage.  Regular attacks have a 20% higher chance to inflict a bleeding wound. You can inflict up to 3 Bleeding Wounds on an enemy and a power attack inflicts 3.,,,,,
perkDeepCutsRank3Desc,progression,Perk,New,Fencer,,,,,
perkDeepCutsRank3LongDesc,progression,Perk,New,You are a cut above the rest. Craft quality 4 good knives and deal 30% more damage.  Regular attacks have a 30% higher chance to inflict a bleeding wound. You can inflict up to 4 Bleeding Wounds on an enemy and a power attack inflicts 4.,,,,,
perkDeepCutsRank4Desc,progression,Perk,New,Swordsman,,,,,
perkDeepCutsRank4LongDesc,progression,Perk,New,You are quite lethal with bladed weapons. Craft quality 5 great knives and deal 40% more damage.  Regular attacks have a 40% higher chance to inflict a bleeding wound. You can inflict up to 5 Bleeding Wounds on an enemy and a power attack inflicts 5.,,,,,
perkDeepCutsRank5Desc,progression,Perk,New,Samurai,,,,,
perkDeepCutsRank5LongDesc,progression,Perk,New,You are a samurai and can make sushi out of your foes. Deal 50% more damage.  Regular attacks have a 50% higher chance to inflict a bleeding wound. You can inflict up to 6 Bleeding Wounds on an enemy and a power attack inflicts 6.,,,,,
perkDemolitionsExpertDesc,progression,Perk,New,"Specialize in explosive weapons to stun, cripple and dismember your foes.",,,,,
perkDemolitionsExpertName,progression,Perk,New,Demolitions Expert,,,,,
perkDemolitionsExpertRank1Desc,progression,Perk,New,Grenadier Initiate,,,,,
perkDemolitionsExpertRank1LongDesc,progression,Perk,New,"You are now a grenadier initiate, be careful with those explosives. Increase damage 10%, reload speed 15%, aim 10% faster, 50% chance to stun enemies and  a 5% greater chance to dismember.\nUnlocks pipe bomb crafting.",,,,,
perkDemolitionsExpertRank2Desc,progression,Perk,New,Explosives Handler,,,,,
perkDemolitionsExpertRank2LongDesc,progression,Perk,New,"You are now an explosives handler. Increase damage by 20%, reload speed 20%, aim 20% faster, 100% chance to stun enemies, and a 10% greater chance to dismember.\nUnlocks dynamite crafting.",,,,,
perkDemolitionsExpertRank3Desc,progression,Perk,New,"I'm TNT, I'm dynamite. ",,,,,
perkDemolitionsExpertRank3LongDesc,progression,Perk,New,"You are now adept with explosives. Increase damage 30%, increase reload speed by 25%, aim 30% faster, have a 33% chance to cripple enemies and a 20% greater chance to dismember.\nUnlocks grenade crafting.",,,,,
perkDemolitionsExpertRank4Desc,progression,Perk,New,Rocket Man,,,,,
perkDemolitionsExpertRank4LongDesc,progression,Perk,New,"You are now a Rocket Man. Increase damage 40%, reload speed by 30%, aim 40% faster, have a 66% chance to cripple enemies and a 30% greater chance to dismember.\nUnlocks rocket launcher and rocket crafting.",,,,,
perkDemolitionsExpertRank5Desc,progression,Perk,New,Demolitions Expert,,,,,
perkDemolitionsExpertRank5LongDesc,progression,Perk,New,"Demolitions expert. You make things go boom in a big way. Increase damage 50%, reload speed by 35%, aim 50% faster and a 45% greater chance to dismember. Stun lasts longer on enemies.\nUnlocks timed charges and contact grenades.",,,,,
perkElectrocutionerDesc,progression,Perk,New,Learn how to use stun batons more effectively. Incapacitate your victims easier and do more damage.,,,,,
perkElectrocutionerName,progression,Perk,New,Electrocutioner,,,,,
perkElectrocutionerRank1Desc,progression,Perk,New,Low Voltage,,,,,
perkElectrocutionerRank1LongDesc,progression,Perk,New,"Where are the instructions? Your smart, just remember to point it away from you and pull the trigger. Craft quality 2 poor stun batons, deal 10% more damage and stun victims 20% longer.\nUnlocks stun baton crafting.",,,,,
perkElectrocutionerRank2Desc,progression,Perk,New,Stun Gun,,,,,
perkElectrocutionerRank2LongDesc,progression,Perk,New,You are getting the hang of using stun batons to incapacitate your enemies. Craft quality 3 fair stun batons and deal 20% more damage and stun victim 40% longer.,,,,,
perkElectrocutionerRank3Desc,progression,Perk,New,Cattle Prod,,,,,
perkElectrocutionerRank3LongDesc,progression,Perk,New,You are getting dangerous with stun batons you could probably knock out cattle if the zombies hadn't ate them all. Craft quality 4 good stun batons and deal 30% more damage and stun victims 60% longer.,,,,,
perkElectrocutionerRank4Desc,progression,Perk,New,Danger: High Voltage,,,,,
perkElectrocutionerRank4LongDesc,progression,Perk,New,You are lethal now with stun batons. Craft quality 5 great stun batons and deal 40% more damage and stun victims 80% longer.,,,,,
perkElectrocutionerRank5Desc,progression,Perk,New,Electrocutioner,,,,,
perkElectrocutionerRank5LongDesc,progression,Perk,New,You are the last thing they see coming and are now an executioner with stun batons. Deal 50% more damage and stun victims 100% longer.,,,,,
perkFieldMedicDesc,progression,Perk,New,"Specialize in quickly patching up the variety of cuts, bruises, and wounds one collects in trying to fight off undead hordes. ",,,,,
